id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	description	test
342	Rain of Jaguars	6	8	7	6	0	2	960	1008	0	0	40	0	The Ozelotl is a sacred jaguar fiend of the Mictlan forests. This spell summons and binds a number of jaguar fiends by using a formidable human sacrifice.	
343	Celestial Servant	0	1	3	1	4	1	961	1	0	0	3	0	This spell summons a Celestial Servant who is loyal to the Empire. The Celestial Servant is a gardener or servitor of the Celestial Sphere. It has the appearance of an obese pig-man. Celestial Servants are very strong, but not very skilled as warriors. They arm themselves with rakes and do not carry armor. Celestial Servants do not need food of this world to survive, but they do love to eat, and they have huge appetites. One Celestial Servant will eat as much food as seven ordinary men.	
344	Heavenly Rivers	0	3	2	1	4	1	962	3	0	0	12	0	The Demon of Heavenly Rivers is a violent Celestial being sprung from heavenly rivers. It has the appearance of a furious blue-skinned ogre with wild red hair. The demon is armed with a great club and wears an enchanted necklace made from the skulls of men unfortunate enough to try to cross a river guarded by the demon. Demons of Heavenly Rivers are sacred and amphibious.	
345	Celestial Hounds	0	4	1	1	4	1	963	2	0	0	5	0	This spell summons a pair of hounds from the Celestial Sphere. They have the appearance of lion-maned dogs with huge staring eyes and flaming tails. They can run on the wind and are immune to lightning.	
346	Heavenly Fires	0	5	0	1	4	1	964	3	0	0	10	0	The Demon of Heavenly Fires is a violent Celestial being sprung from heavenly fires. It has the appearance of a furious man in golden robes. The demon throws flaming wheels and can fly. Demons of Heavenly Fires are sacred and are more powerful in hot, dry lands.	
347	Call Celestial Soldiers	0	6	1	2	4	1	965	5	0	0	15	0	The Celestial Soldier is a being of the Celestial Sphere. It has the appearance of a horse-man in full scale armor, armed with a glaive. Celestial Soldiers are sacred.	
348	Call Ancestor	0	1	5	1	-1	0	966	1	0	20	0	0	The spirit of a deceased ancestor is called to the battle. Ancestors are sacred, but while they can influence fortunes of the living, they have few other powers useful in large battles.	
349	Wrath of the Ancestors	0	7	5	1	-1	0	967	2018	0	0	1	0	A host of wrathful ancestral spirits is summoned to decide the battle.	
350	Summon Nagas	0	3	2	2	3	1	968	6	0	0	20	0	Nagas are semi-divine serpent beings of the Nether World of Patala. They are sacred, can see in the dark and breathe under water. They are sprung from the Underworld and are skilled in metalworking and gem crafting. Naga warriors don gilded armor set with gleaming jewels that shine in the dark.	
351	Summon Apsaras	0	3	4	2	-1	0	969	3	0	0	3	0	Apsaras are divine nymphs that have left this world ages ago. They serve the Celestial Gods as untiring dancers and singers. They are sometimes summoned by the calls of the monkey people living on the sacred mountain where the worlds lie closer. Apsaras are blessed with an aura of splendor that strikes mortals with awe.	
352	Contact Yaksha	0	4	6	2	3	1	970	1	0	0	25	0	Yakshas are semi-divine beings of the sacred Mount Kailasa. Their time has passed and the most powerful of them have left this world and entered the Celestial Spheres. The few that still linger on are the ones infatuated with the beauty of the wild and the riches of this world. They have bred and led the monkey people into servitude. Yakshas are gifted with celestial splendor that strikes lowly beings with awe. They are sacred to the monkey people. Yakshas are spirits of Nature and the riches of the Earth and are powerful Earth mages.	
353	Contact Yakshini	0	4	6	2	2	1	971	1	0	0	25	0	Yakshinis are female Yakshas, semi-divine beings of the sacred Mount Kailasa. Their time has passed and the most powerful of them have left this world and entered the Celestial Spheres. The few that still linger on are the ones infatuated with the beauty of the wild and the riches of this world. They have bred and led the monkey people into servitude. Yakshinis are gifted with celestial splendor that strikes lowly beings with awe. They are sacred to the monkey people. Yakshinis often inhabit springs, lakes and rivers and are powerful Water mages.	
354	Contact Nagini	0	4	2	2	3	1	972	1	0	0	25	0	The Nagini is a Naga Princess from the Jeweled City of Patala. She is able to change her shape and wander the land of humans unnoticed. Naginis in human shape are strikingly beautiful and many young men have given up their comfortable lives to follow a Nagini into the Underworld. The Nagini can use their powers of seduction to lure generals from their masters and priests from their god. The Naginis are also skilled Water mages. In their Naga shape, their skill in Water magic is enhanced.	
355	Summon Gandharvas	0	5	4	2	-1	0	973	6	0	0	18	0	Gandharvas are divine warrior-musicians that left this world ages ago. They serve the Celestial Gods, but are sometimes summoned to this world by the monkey people living on the sacred mountain where the worlds lie closer. Gandharvas are blessed with an aura of splendor that strikes mortals with awe.	
356	Contact Nagaraja	0	5	2	2	3	2	974	1	0	0	30	0	Nagarajas, Naga Kings, are the rulers of the Jeweled City of Patala. They are skilled generals and powerful mages and priests. They often take the shape of a Gandharva when leading mundane armies. If killed in Gandharva shape, they revert to their serpent form and fight on. Nagarajas in Naga shape have their skills in Water magic increased.	
357	Summon Kinnara	0	6	4	3	-1	0	975	1	0	0	25	0	The Kinnara is a divine being and musician of the Spheres. It has the appearance of a winged horse-man robed in splendor that strikes mortals with awe.	
358	Contact Nagarishi	0	6	2	3	3	3	976	1	0	0	40	0	Nagarishis are sages of considerable power living in the Jeweled City of Patala. They often take the shape of a Yaksha when traveling in the sunlit world. If killed in Yaksha shape, they revert to their serpent form and fight on. Nagarishis in Naga shape have their skills in Water magic increased.	
359	Summon Siddha	0	7	4	4	-1	0	977	1	0	0	35	0	This spell summons a Siddha, a sacred being that has achieved physical as well as spiritual perfection. The Siddha is a powerful priest and mage.	
360	Summon Devata	0	8	4	5	-1	0	978	1	0	0	45	0	This spell summons a Devata, a lesser divinity of the Celestial Sphere. The Devata is a powerful warrior, priest and mage.	
361	Summon Devala	0	9	4	5	-1	0	979	1	0	0	55	0	The Devala is a personification of music and lesser god of the Celestial Sphere. The divine tunes of the Devalas once filled this world, but when the Devatas of Kailasa withdrew to the heavens, the Devalas followed and the world was made a duller place. The mere presence of a Devala will cause the divine music to once again permeate the world and increase the magic scale of a province. It is a powerful mage-priest and a formidable warrior. The Devala is sacred.	
362	Summon Rudra	0	9	4	5	-1	0	980	1	0	0	55	0	The caster summons one of the Rudras from the Celestial Spheres. Rudras are raging demigods of destruction armed with enchanted weaponry, thunder and plague. They bring death by arms or sorcery to mortals and demons alike. Their bows strike the targets with plague and their swords are the bane of demons. The Rudras are sprung from hurricanes and are able to fly even during storms. Their sorcerous might is directed towards destruction and they never pause to study or forge items.	
363	Celestial Music	5	6	4	3	-1	0	981	1	0	0	1	0	The caster begins playing the music of the Celestial Spheres. All celestial dancers (Apsaras, Gandharvas and Yakshas) become enthralled by the divine music and perform a celestial battle dance that gives them quickness.	
364	Summon Rakshasas	6	1	7	1	-1	0	982	3	0	0	10	0	Rakshasas are black-skinned demon ogres of the wild forests. They feast on the flesh of monkeys and men and are greatly feared. Rakshasas have ravenous appetites and are best kept well fed. Most Rakshasas are found in the demon kingdom of Lanka, but some are summoned by unscrupulous monkey sorcerers.	
365	Feast of Flesh	6	2	7	1	6	1	983	15	0	0	50	0	For this ritual, the Blood mage requires a huge banquet of food, drink and young girls. Praghasas are fat demon ogres of huge appetites and after they have eaten all the girls they are bound to serve the Blood mage forever. These demons are known as the gluttons and in combat they rely mostly on their great strength.	
366	Summon Asrapas	6	3	7	2	-1	0	984	5	0	0	11	0	Asrapas, or Blood Drinkers, are female demonesses dancing into battle to feast on the blood of monkeys and men. They are red-skinned horrors with magical athames that feed their users' lust for blood and life. Asrapas become enraged at the loss of their own blood and rarely rout in battle.	
367	Summon Rakshasa Warriors	6	4	7	2	-1	0	985	5	0	0	25	0	Rakshasas are black-skinned demon ogres of the wild forests. They feast on the flesh of monkeys and men and are greatly feared. Rakshasas have ravenous appetites and are best kept well fed. Most Rakshasas are found in the demon kingdom of Lanka, but some are summoned by unscrupulous monkey sorcerers.	
368	Summon Sandhyabalas	6	5	7	2	5	1	986	3	0	0	30	0	The Sandhyabalas, Strong-in-Twilight, are demon ogres of the night. They can only be summoned at dusk and their powers are greatest in darkness. Sandhyabalas are demon warriors of great renown, but they are even more vulnerable to fire than other Rakshasas. They wield magical moon blades that cause additional harm to magical beings.	
369	Summon Dakini	6	6	7	2	1	1	987	1	0	0	50	0	The Dakini is a bloodthirsty apparition of vengeance from the Nether Realms. It is a sky dancer and divine messenger banished to the Nether Realms in ages past for serving as a divine acolyte of a bloodthirsty Pretender. Dakinis share their old mistress' appetites and can be summoned by the sacrifice of innocents. Their flaying daggers are enchanted to drain the life of their victims. The Dakini is a powerful Blood mage.	
370	Summon Samanishada	6	7	7	3	5	1	988	1	0	0	35	0	The Samanishadas, Night Walkers, are demon assassins of great renown. They can only be summoned at dusk and their powers are greatest in darkness. They wield magical moon blades and duskdaggers that will cut through all armor.	
371	Summon Mandeha	6	8	7	5	5	2	989	1	0	0	133	0	The Mandehas are huge and horrible Rakshasas intent on one goal and one goal only: To gobble up the sun and plunge the world into eternal slumber. As eternal enemies of the sun, they are surrounded by perpetual darkness, for the rays of the sun fear them. The Mandehas are huge, monstrous beings with great wings, horns and burning red eyes. Their hatred for the sun comes with a price. All fires recognize them for what they are and will burn them severely. Anyone fighting with the Mandeha will soon suffer from its will to plunge the world into slumber and fall asleep.	
372	Summon Danavas	6	8	7	5	-1	0	990	3	0	0	75	0	Danavas are demon titans of ancient times. After the great wars with the Devatas of Kailasa, they were banished to the Nether Realms, where they made themselves kings. With this ritual they can be summoned to serve a new God on its path to ascendancy.	
373	Host of Ganas	0	2	5	1	-1	0	991	20	0	0	12	0	Ganas are ghostly warriors serving the Daityas of the Nether Realms. They can be summoned by dark magic and coerced into servitude.	
374	Summon Vetalas	0	5	5	2	-1	0	992	10	0	0	10	0	A Vetala is a malicious spirit who haunts graveyards and takes possession of corpses. They are sometimes coerced into servitude by sorcerers. Their touch can drive people mad.	
375	Summon Ko-Oni	0	1	5	1	-1	0	993	1004	0	0	7	0	This spell summons six Ko-Oni. Ko-Oni are small mischievous demons from the wild mountains of Yomi. They are ugly and wild with staring eyes, unkempt red hair and pot-bellies. They have clawed feet, fangs and porcine faces. Most Oni dress in tiger skins and wield clubs. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
376	Summon Kappa	0	1	2	1	6	1	994	3	0	0	3	0	The Kappa is a scaled humanoid with a turtle shell on its back. It is a being of water and haunts rivers and wild coasts. The Kappa has a water-filled depression on the top of its head. If this water is spilled, it loses its strength. In battles on dry land, the Kappa will gain fatigue until unconscious. It is also a master of Koppo, the bone breaking technique. The Kappa is also able to mend broken bones if it suffers injury.	
377	Summon Ao-Oni	0	2	2	1	5	1	995	1004	0	0	10	0	This spell summons four Ao-Oni. Ao-Oni are short green-skinned demons from the snow covered mountains of Yomi. They are ugly and wild with staring eyes, unkempt red hair and pot-bellies. They have clawed feet, fangs and porcine faces. Ao-Oni dress in tiger skins and wield clubs. Ao-Oni, like most Oni, are minor magicians and can project the cold of their mountains on enemies within reach. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
378	Summon Karasu Tengus	0	2	6	1	1	1	996	3	0	0	3	0	The Karasu Tengu is a sacred being of the wild and the winds. It has the appearance of a man with the head, wings and feet of a crow. It is a mischievous being and often harasses humans who dare pass beneath its nest. Tengu are masters of swordsmanship and legends tell of heroes who have been trained by Tengu swordmasters. All Tengu have power over the winds and weather and can fly during storms and unleash lightning upon their enemies.	
379	Summon Aka-Oni	0	3	0	1	5	1	997	1003	0	0	10	0	This spell summons three Aka-Oni. Aka-Oni are short red-skinned demons from the wild mountains of Yomi. They are ugly and wild with staring eyes, unkempt red hair and pot-bellies. They have clawed feet, fangs and porcine faces. Aka-Oni dress in tiger skins and wield clubs. Aka-Oni, like most Oni, are minor magicians and can throw flames on their enemies. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
380	Summon Konoha Tengus	0	3	1	1	3	1	998	1004	0	0	5	0	This spell summons a handful of Konoha Tengu, sacred beings of the mountain winds.	
381	Ghost General	0	4	5	3	-1	0	999	1	0	0	10	0	This spell summons a Shura, or warrior ghost, from the Underworld. The Shura is the vengeful ghost of a general slain by treason. The Shura appears as a horrible ghostly samurai armed with a sickly green blade that causes living bodies to shrivel and die.	
382	Summon Oni	0	4	3	1	5	1	1000	1004	0	0	12	0	This spell summons three Oni. Oni are small ugly demons with wild staring eyes, unkempt red hair and pot-bellies. They have clawed feet, fangs and porcine faces. Oni dress in tiger skins and wield huge swords and carry javelins. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
383	Contact Dai Tengu	0	5	1	2	3	1	1001	1	0	0	55	77	The caster ventures into the wild mountains and makes a pact with a Tengu King. The Dai Tengu and a retinue of 25 Tengu will heed the call. The Dai Tengu is a powerful wind crafter and priest.	
384	Contact Nushi	0	5	2	2	6	1	1002	1	0	0	25	0	The Nushi is a swamp spirit. It has the appearance of a withered old crone, but takes the appearance of a beautiful woman when in the company of men. When it strikes, it reverts to the crone form and claws its enemies. All Nushis can change shape into serpents if threatened. The Nushi is attuned to its swamp and will gradually wither and die if it leaves its home.	
385	Summon Kuro-Oni	0	5	5	2	0	1	1003	4	0	0	10	0	This spell summons four Kuro-Oni. Kuro-Oni are black-skinned demons from the wild mountains of Yomi. They are ugly and wild with staring eyes, unkempt red hair and pot-bellies. They have clawed feet and fangs. They dress in tiger skins and wield huge swords. Kuro-Oni, like most Oni, are minor magicians and can throw flames and poison at their enemies. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
386	Summon Oni General	0	6	5	2	0	1	1004	1	0	0	20	0	This spell summons a mighty Oni General. Oni of exceptional strength and power are given heavy armor and position as generals by their kings. The Oni General is always guarded by three wolves that will appear as soon as an enemy approaches. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
387	Contact Kitsune	0	6	6	2	-1	0	1005	1	0	0	30	0	The Kitsune is a fox spirit. It has the appearance of a silvery fox with many tails. It is magically powerful and is able to take the appearance of a beautiful woman. The Kitsune is a trickster and often whimsical or even mischievous in nature. In human guise, it might play pranks on unsuspecting travelers, aid lowborn peasants to greatness or plot the rise or downfall of kingdoms. Kitsune are stealthy and in human guise have the abilities of a spy. All Kitsune are powerful mages of Nature, but most have other magic skills as well.	
388	Summon Dai Oni	0	8	5	4	0	1	1006	1	0	0	45	0	This spells summons a mighty demon king from the Netherworld. These Dai Oni are huge and command vast magical powers. They rule by fear and swift, arbitrary justice rather than skill and their lands are often torn by civil wars and uprisings. This matters little as Oni are almost immortal. The Dai Oni delight in warfare and are often found in the front ranks of their armies, butchering enemies. Dai Oni are violent and rather thick-headed. While magically powerful, they are not clever enough to be good researchers. Unscrupulous human sorcerers are given gold and magical power in return for their services. Oni don't need to eat. However, they have tremendous appetites and like to eat and their human servants are often left starving if food is scarce. Oni are almost immortal. If their body is slain, their spirit will survive. If the spirit is not slain or banished as well, it will reform a new body over time. Oni are demons and can be banished. Their residual spirit form is a ghost and can be banished as well.	
389	Bind Umbral	0	5	5	2	3	1	1007	1	0	0	2	0	An Oracle of the Dead ventures down to the deeper reaches of Agartha and the Chamber of the Seal to summon and bind an Umbral. Umbrals are shadow beings resembling ancient Pale Ones with elongated faces and drooling mouths. Agarthan legends claim that they are the souls of those who sacrificed themselves to seal the Chamber. The disturbing fact that the Umbrals have become more numerous has led some to believe that the Seal is weakening.	
390	Unleash Imprisoned Ones	1	9	3	6	5	4	1008	1	0	0	100	0	Since before the founding of Agartha there has been a forbidden chamber under the Roots of the Earth. Agarthan legends tell of three dark gods of an earlier age imprisoned with the help of the first Pale Ones. The Seal was strengthened with the souls of thousands of Pale Ones who gave their lives to protect the world from the Imprisoned Ones. Now the Seal seems to be weakening and a there are rumors of a crack in the Seal. Some Oracles of the Dead have heard silent whispers in their dreams. Whispers of promise. A promise to spare the Agarthan people if the Imprisoned Ones are released. The oldest and most influential of the Oracles of the Dead has spoken against it, but desperate times need desperate measures, and the whispered promise has not been forgotten.	
391	Rhuax Pact	0	3	0	1	3	1	1009	5	0	0	2	0	An Oracle of Subterranean Fires ventures down to the Roots of the Earth and seals a pact with Rhuax, the King of Magma. The Oracle is granted five Children of Magma that will serve him in the surface world.	
392	Barathrus Pact	0	3	3	2	-1	0	1010	1	0	0	2	0	An Agarthan Oracle ventures down to the Roots of the Earth and seals a pact with Barathrus, the King of Deeper Earth. The Oracle is granted one Earth Elemental that will serve him in the surface world.	
393	Attentive Statues	4	1	3	2	-1	0	1011	2	0	0	4	0	The ancient statues of old Agartha are sacred and rare. Human ones are not treated with the same respect as statues of the Ancients, but are quite common. Enlivened by the Golem Crafters, these statues are placed near gates to stand watch and wait for trespassers.	
394	Enliven Sentinel	4	3	3	2	-1	0	1012	1	0	0	3	0	Everything left by the Ancient Ones has become subject to worship by the humans of Agartha. Statues left in the halls underneath the earth are adored and worshiped, enchanted and given magical life by the Golem Crafters. Statues of the Pale Ones stand guard ever watching and waiting.	
395	Enliven Granite Guard	4	5	3	3	-1	0	1013	1	0	0	12	0	Everything left by the Ancient Ones has become subject to worship by the humans of Agartha. Statues left in halls underneath the earth are adored and worshipped, enchanted and given magical life by the Golem Crafters. The great statues of ancient Seal Guards are the foremost of these living statues: sacred guardians ever watching and waiting. This spell will make one of these statues come to life.	
396	Enliven Marble Oracle	4	6	3	3	5	1	1014	1	0	0	35	0	Everything left by the Ancient Ones has become subject to worship by the humans of Agartha. Statues left in the halls underneath the earth are adored and worshiped, enchanted and given magical life by the Golem Crafters. The greatest of these statues are the ones of Ancient Oracles. Some remnant of an Ancient Oracle's memory gives the Marble Oracle a will and a mind. These telestic animates lumber to and fro in the underground city of Agartha looking for faithless humans. Sometimes they stop and raise their hands in the air in a gesture of worship. Marble Oracles have priestly powers and are sacred. They cannot lead armies.	
397	Iron Corpse Reanimation	4	2	3	1	5	1	1015	1004	0	0	2	0	The Ktonian Necromancers of Agartha use the dead in many ways. Soulless bodies toil and fight for their masters. Corpses are strengthened with iron parts and armed with short blades. These Iron Corpses are quite robust, but lack the skills of living soldiers.	
398	Reanimate Ancestor	4	2	3	2	5	2	1016	1	0	0	3	0	An Iron Ancestor is a reanimated and iron-forged dead body possessed by a ghost. They resemble Iron Corpses, but are aware and skilled warriors. They are used as commanders of the Ktonian legions.	
399	Flame Corpse Construction	4	4	0	1	5	1	1017	1	0	0	1	0	First, the major part of the corpse's midsection is removed and a wooden barrel is inserted in its place. The barrel is filled with Cave Fire, a magic substance discovered by the Alchemists, and the corpse is strengthened with iron parts and reanimated. The resulting Flame Corpse uses the magic fire for extra power and is stronger than an ordinary Soulless. If the Flame Corpse is slain, the fire barrel will instantly explode, which is what makes it so feared by its enemies.	
400	Ktonian Legion	4	6	3	2	5	2	1018	5020	0	0	15	0	The Ktonian Necromancers of Agartha use the dead in many ways. Soulless bodies toil and fight for their masters. Corpses are strengthened with iron parts and armed with short blades. These Iron Corpses are quite robust, but lack the skills of living soldiers. This spell creates a legion of these living Iron Corpses.	
401	Awaken Shard Wights	0	3	5	1	3	1	1019	1004	0	0	15	0	Shard Wights are reanimated Pale Ones taken from their final resting places to serve a Ktonian necromancer or an Oracle of the Ancients as guardians or company. Since the Breaking of the Seal it is no longer difficult to coerce the spirits of the dead, and shards of enchanted obsidian can be found near the Chamber of the Broken seal. These shards are crafted into cursed weapons and given to the Shard Wights.	
402	Awaken Sepulchral	0	5	5	2	3	1	1020	1	0	0	4	0	A Ktonian Necromancer summons the soul of a dead Seal Guard and makes it repossess its mummified body. Since the Breaking of the Seal the veil between the underworld and the world of the living seems to be shredded and torn, and with their considerable knowledge in necromancy, the Ktonian Necromancers have managed to summon even the most reluctant souls, once sworn to defend the Chamber of the Seal. Sepulchrals are sacred undead and wield magical obsidian glaives. 	
403	Awaken Tomb Oracle	0	6	5	3	3	2	1021	1	0	0	30	0	When one of the ancient Oracles dies, it is mummified and buried in a tomb under the Hall of the Oracles. The dead Oracles can be awakened as living dead with the help of necromantic rituals. These reawakened Oracles are known as Tomb Oracles and are both powerful mages and priests.	
404	Hall of the Dead	0	8	5	5	3	1	1022	4000	0	0	25	0	A Tomb Oracle or a powerful Ktonian Necromancer releases vast powers and opens a tomb hall to let unquiet spirits animate the entire tomb. A great number of Shard Wights are created.	
405	Iron Marionettes	1	5	3	3	-1	0	1023	1	100	0	1	0	This spell is primarily used to boost the power of the Agarthan Iron Corpses, but the spell works on other undead units as well. Any undead affected by this spell will receive increased speed, resulting in more attack skill and action points.	
406	Contact Void Spectre	0	6	4	3	-1	0	1024	1	0	0	25	0	With this spell an Astral mage can contact a dead Starspawn and call him forth into this world as a Void Spectre. A Void Spectre affects the dreams of entire provinces and can use this to spread insanity in enemy territories.	
407	Dreams of R'lyeh	5	6	4	4	-1	0	1025	1	-1	0	4	0	This spell can target the dreams of an enemy commander anywhere in the world. It will pull his dream through the Void Gate in R'lyeh and into the other world. Here the caster will manifest himself in the dream and kill the bewildered target. The spell does not work on mindless beings or those who never sleep.	
408	...	-1	1	-1	0	-1	0	1026	1	0	0	0	0		
409	...	-1	1	-1	0	-1	0	1027	1	0	0	0	0		
410	Burning Hands	2	1	0	1	-1	0	1028	1	0	5	0	0	Flames will issue forth from the mage's hands, killing anyone in front of him.	
411	Fire Darts	2	1	0	1	-1	0	1029	1002	4	20	0	0	With this spell, a mage can fire many burning missiles towards his enemies. A powerful Fire mage can fire the darts in rapid succession over long range. The spell is quite useless against heavily armored men and is best used to eliminate or scare away more poorly armored troops.	
412	Flame Bolt	2	1	0	2	-1	0	1030	1	2	20	0	0	With this spell, a mage can send a powerful bolt of flame towards a target.	
413	Shocking Grasp	2	1	1	1	-1	0	1031	1	0	3	0	1	Shocking Grasp causes a target to spasm violently as energies pass at close range from the caster's hands through his body. Shocking Grasp can cause considerable harm. Armor offers no protection.	
414	Slime	2	1	2	1	-1	0	1032	1	2	20	0	0	The caster hurls a ball of sticky goo at his enemies. Enemies stuck in the slime will move more slowly and have trouble defending themselves.	
415	Cold Bolt	2	1	2	2	-1	0	1033	1	3	20	0	0	A bolt of intense cold issues forth from the caster's hands. It can be hurled over very long distances.	
416	Geyser	2	1	2	1	0	1	1034	1	3	5	0	0	A steaming-hot bolt of water rushes from the caster's hands. The water splashes upon impact and affects everyone in a small area. Armor offers protection from the boiling water.	
417	Acid Spray	2	1	2	2	0	1	1035	1	0	20	0	13	The mage extends his hands, spraying acid at his enemies. The acid sprays over quite a large area and the mage might also be hit if he is not careful.	
418	Astral Projection	2	1	4	1	-1	0	1036	1	0	0	2	0	The caster's mind is separated from his body and travels the Astral Planes in search of military information. His mind and body are connected with a silvery cord, which can be detected by unfriendly Astral mages. Once detected, the cord of the mage can be severed - a traumatic experience indeed. Each casting of this ritual allows the mage to scry on one province. The use of extra magical gems increases the duration of the ritual.	
419	Star Fires	2	1	4	1	-1	0	1037	2	2	20	0	0	The caster focuses the lights of several stellar bodies and projects them onto his enemies.	
420	Arcane Bolt	2	1	4	2	-1	0	1038	1	3	20	0	0	The caster fires an astral bolt that is deadly for magic beings but harmless for humans.	
421	Fire Blast	2	2	0	2	-1	0	1039	1	0	20	0	3	A powerful blast of fiery energies strikes a small area close to the caster.	
422	Flare	2	2	0	3	-1	0	1040	1	1	50	0	3	With this spell, a mage can send a ball of flame towards his enemies. The flare can hit several targets.	
423	Sulphur Haze	2	2	0	2	1	1	1041	1	0	20	0	39	This spell creates several clouds of toxic mist that remain on the battlefield. Units passing through these mists will suffer from sore throats and poisoning.	
424	Cold Blast	2	2	2	2	-1	0	1042	1	0	20	0	0	A powerful blast of cold strikes a small area close to the caster.	
425	Rain	2	2	2	2	-1	0	1043	1	0	0	1	0	This spell creates a heavy rain upon the battlefield. This makes it harder to fly and the heat effects of Abysians and other hot creatures are severely reduced. Fire magic is more difficult to use during heavy rain, as all non-underwater Fire spells have their fatigue cost doubled.	
426	Lightning Bolt	2	2	1	2	-1	0	1044	1	4	10	0	1	The mage hurls a bolt of lightning towards an enemy. The lightning bolt can be hurled quite accurately over long distances and is very useful for eliminating heavily armored targets.	
427	Shock Wave	2	2	1	2	-1	0	1045	1	0	10	0	0	An electric shock wave will hit a large area in front of the caster.  This is a very dangerous spell to cast, as an unlucky caster might also be killed by the electric shock.	
428	Rust Mist	2	2	3	2	2	1	1046	1	0	30	0	0	Highly corrosive mists appear on the battlefield. Troops passing through the mist will see their armor corrode and weaken. Weakened armor can be destroyed by a hard blow from a weapon.	
429	Solar Rays	2	2	4	2	-1	0	1047	1	100	20	0	0	This spell invokes rays of solar fire that set undead targets ablaze.	
430	Vine Arrow	2	2	6	1	-1	0	1048	1	0	20	0	47	The caster shoots an enchanted arrow of vines against his enemies. The arrow will come alive and entangle the target if it hits.	
431	Fireball	2	3	0	2	-1	0	1049	1	1	20	0	3	The hallmark of Fire magic, this spell allows the mage to throw a ball of flame toward his enemies. The ball is quite difficult to aim, but does considerable damage wherever it lands.	
432	Fires from Afar	2	3	0	3	-1	0	1050	1007	0	0	10	0	The mage fires a row of flame bolts towards an enemy army camp located in a province far away. The more units present in the camp, the greater the chance of hitting a target. The spell can also be used to harass a besieging force or the defenders of a castle. A scout or a scrying spell will be required to see whether the spell was successful or not.	
433	Mist	2	3	1	3	-1	0	1051	1	0	0	1	0	The caster creates a dense mist across the battle field. The mist will limit sight and the range of all spells and missiles.	
434	Freezing Mist	2	3	2	3	1	1	1052	1	1	20	0	9	This spell creates a large cloud of numbing cold that remains on the battlefield. Units passing through these mists will be badly hurt by the cold.	
435	Acid Bolt	2	3	2	2	0	1	1053	1	3	30	0	13	A gush of highly corrosive fluid flows from the mouth of the caster.  The acid burns the armor of the target as well as his, her or its flesh.	
436	Magma Bolts	2	3	3	1	0	1	1054	3	2	20	0	112	Three bolts of magma shoot towards the enemy at high speed. Anyone struck by a bolt will most likely die unless protected by very heavy armor.	
437	Arcane Probing	2	3	4	1	-1	0	1055	1	0	0	3	0	The caster projects his astral self in an attempt to locate sites of Astral power. This spell can only be used to search for magic in friendly provinces.	
438	Magic Duel	2	3	4	1	-1	0	1056	1	100	0	1	0	By use of this spell, one Astral mage challenges another to a mental duel. At most one of the mages can survive this duel. The most powerful Astral mage is also the most likely winner. This spell cannot be used by or against mindless beings.	
439	Healing Light	2	3	4	1	6	1	1057	1	100	20	0	0	A cascade of warm and wonderful light showers the targets. Wounds close in the light and pains ease. The spell doesn't affect undead or lifeless beings.	
440	Shadow Bolt	2	3	5	2	-1	0	1058	1	3	20	0	42	The necromancer hurls a bolt of dark energies against his enemies. The bolt ignores all armor and can paralyze those close to the target. The undead are immune to this spell.	
441	Sleep Cloud	2	3	6	2	-1	0	1059	1	3	20	0	0	This spell creates a cloud of sedative spores. Units caught in the cloud will fall asleep if they remain there for too long.	
442	Holy Pyre	2	4	0	2	-1	0	1060	1	1	20	0	0	The Holy Pyre burns living targets and consumes undead ones. Undead beings and demons take increased damage from the Holy Pyre.	
443	Fire Cloud	2	4	0	3	-1	0	1061	1	1	20	0	0	This spell creates three clouds of fire and smoke that remain on the battlefield. Units passing through these clouds will be severely burned.	
